Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 1.80 s using 788 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  /influence/influence_node/influenced_by  ?h  ?h  /people/person/religion  ?b   => ?a  /people/person/religion  ?b	0.088479263	0.101910828	0.197530864	96	942	486	?a
?g  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a  ?g  /people/person/religion  ?b   => ?a  /people/person/religion  ?b	0.048847926	0.120454545	0.350993377	53	440	151	?a
?g  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a  ?g  /people/person/religion  ?b   => ?a  /people/person/religion  ?b	0.05437788	0.109665428	0.279620853	59	538	211	?a
?g  /influence/influence_node/influenced_by  ?a  ?g  /people/person/religion  ?b   => ?a  /people/person/religion  ?b	0.071889401	0.111587983	0.219101124	78	699	356	?a
?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h  ?b  /user/ktrueman/default_domain/international_organization/member_states  ?h   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.016311167	0.106557377	0.118181818	13	122	110	?a
?h  /base/locations/continents/countries_within  ?a  ?b  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.033877039	0.101503759	0.106299213	27	266	254	?a
?h  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a  ?b  /user/ktrueman/default_domain/international_organization/member_states  ?h   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.04391468	0.167464115	0.214723926	35	209	163	?a
?h  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?b  /user/ktrueman/default_domain/international_organization/member_states  ?h   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.050188206	0.129032258	0.16194332	40	310	247	?a
?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?b  /user/ktrueman/default_domain/international_organization/member_states  ?h   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.042659975	0.170854271	0.2125	34	199	160	?a
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?b  /user/ktrueman/default_domain/international_organization/member_states  ?h   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.051442911	0.130990415	0.16872428	41	313	243	?a
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.020075282	0.275862069	1	16	58	16	?a
?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.212045169	0.432225064	0.468144044	169	391	361	?a
?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?h  ?h  /people/person/religion  ?b   => ?a  /people/person/religion  ?b	0.05437788	0.109461967	0.283653846	59	539	208	?a
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.042659975	1	1	34	34	34	?a
?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?h  /organization/organization_founder/organizations_founded  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.013801757	0.323529412	0.379310345	11	34	29	?a
?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.204516939	0.295289855	0.365470852	163	552	446	?a
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.638644918	0.532426778	0.639447236	509	956	796	?a
?a  /location/administrative_division/country  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.017565872	0.006466513	0.736842105	14	2165	19	?a
?g  /location/administrative_division/country  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.017565872	0.933333333	0.933333333	14	15	15	?a
?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.207026349	0.438829787	0.452054795	165	376	365	?a
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.020075282	0.842105263	1	16	19	16	?a
?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a  ?g  /organization/organization_founder/organizations_founded  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.015056462	0.333333333	0.387096774	12	36	31	?a
?h  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a  ?b  /user/ktrueman/default_domain/international_organization/member_states  ?h   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.020075282	0.144144144	0.150943396	16	111	106	?a
?h  /business/job_title/people_with_this_title./business/employment_tenure/company  ?a  ?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.027923211	0.551724138	0.551724138	16	29	29	?a
?g  /education/educational_institution/campuses  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.04391468	1	1	35	35	35	?a
?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.205771644	0.292335116	0.371040724	164	561	442	?a
?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h  ?b  /sports/sports_position/players./sports/sports_team_roster/team  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.02617801	0.46875	0.576923077	15	32	26	?a
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.634880803	0.527083333	0.624691358	506	960	810	?a
?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?h  ?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.97382199	0.509124088	0.509124088	558	1096	1096	?a
?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h  ?h  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.017452007	0.476190476	0.625	10	21	16	?a
?h  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b  ?a  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.012216405	0.636363636	0.636363636	7	11	11	?a
?h  /business/job_title/people_with_this_title./business/employment_tenure/company  ?a  ?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.02617801	0.576923077	0.576923077	15	26	26	?a
?a  /award/award_ceremony/awards_presented./award/award_honor/award_winner  ?g  ?g  /film/actor/film./film/performance/film  ?b   => ?a  /award/award_ceremony/awards_presented./award/award_honor/honored_for  ?b	0.232123212	0.030593011	0.113624125	211	6897	1857	?b
?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h  ?a  /sports/sports_team/roster./american_football/football_roster_position/position  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.979057592	0.501788909	0.50907441	561	1118	1102	?a
?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h  ?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.945898778	0.380885453	0.501387604	542	1423	1081	?a
?a  /education/educational_institution/campuses  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.04391468	1	1	35	35	35	?a
?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b  ?a  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.513089005	0.794594595	0.798913043	294	370	368	?a
?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?h  ?h  /people/person/religion  ?b   => ?a  /people/person/religion  ?b	0.065437788	0.057396928	0.307359307	71	1237	231	?a
?b  /sports/sports_position/players./sports/sports_team_roster/team  ?a  ?a  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.661431065	0.778234086	0.779835391	379	487	486	?a
?h  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a  ?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?h   => ?a  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?b	0.564575646	0.009721693	0.178529755	153	15738	857	?a
?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?h  ?a  /sports/sports_team/roster./american_football/football_roster_position/position  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.97556719	0.505424955	0.510968921	559	1106	1094	?a
?a  /award/award_ceremony/awards_presented./award/award_honor/award_winner  ?g  ?g  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b   => ?a  /award/award_ceremony/awards_presented./award/award_honor/honored_for  ?b	0.576457646	0.077698695	0.160342717	524	6744	3268	?b
?g  /business/job_title/people_with_this_title./business/employment_tenure/company  ?a  ?g  /sports/sports_position/players./sports/sports_team_roster/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.02617801	0.576923077	0.576923077	15	26	26	?a
?g  /business/job_title/people_with_this_title./business/employment_tenure/company  ?a  ?g  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.022687609	0.52	0.52	13	25	25	?a
?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?h  ?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.933682373	0.386840202	0.503292568	535	1383	1063	?a
?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?h  ?h  /sports/sports_position/players./sports/sports_team_roster/team  ?a   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.982547993	0.390429958	0.500444444	563	1442	1125	?a
?b  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?a  /location/location/contains  ?b   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.131386861	0.050991501	0.243243243	18	353	74	?a
?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?h  ?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.97382199	0.513339466	0.513339466	558	1087	1087	?a
?b  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /base/biblioness/bibs_location/state  ?a   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.03649635	0.2	0.357142857	5	25	14	?a
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.042659975	1	1	34	34	34	?a
?b  /base/biblioness/bibs_location/state  ?a  ?a  /location/location/contains  ?b   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.262773723	0.146938776	0.189473684	36	245	190	?a
?h  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?b  ?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?h   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.930191972	0.381258941	0.5	533	1398	1066	?a
?g  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?a  ?g  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.013961606	0.009345794	0.8	8	856	10	?a
?g  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?a  ?g  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.015706806	0.01119403	0.9	9	804	10	?a
